,id_all,id,id_original,year,month,date,ymonth,Headline,paper,wcount,us,chn,kor,nkor,Asahi,Yomiuri,jijistartdate,jijiymonth,prneg_us,prneg_chn,prneg_sko,prneg_nko,prpos_us,prpos_chn,prpos_sko,prpos_nko,train_us,train_chn,train_sko,train_nko,cdneg_us,cdneg_chn,cdneg_sko,cdneg_nko,cdpos_us,cdpos_chn,cdpos_sko,cdpos_nko,cdneg_us2,cdneg_chn2,cdneg_sko2,cdneg_nko2,cdpos_us2,cdpos_chn2,cdpos_sko2,cdpos_nko2,Both,Asahi_w,Yomiuri_w,Both_w,logitpr_neg,rfpr_neg,logitpr_pos,rfpr_pos
10,351,160,220,1987,12,6,198712,韓国政府、「真由美」の身柄引き渡しを公式要請へ　大韓機事件,A,140.0,0,0,1,0,1,0,10,198712,,,0.0,,,,0.0,,0,0,1,0,,,0.0,,,,0.0,,,,0.0,,,,0.0,,0.444444444444,140.0,0.0,62.2222222222,0.0231727434033,0.06062,0.00420813742442,0.001
11,354,163,225,1987,12,6,198712,日韓の捜査当局、「蜂谷真一」らの所持品２００点を分析へ,A,475.0,0,0,1,0,1,0,10,198712,,,0.0,,,,0.0,,0,0,1,0,,,0.0,,,,0.0,,,,0.0,,,,0.0,,0.444444444444,475.0,0.0,211.111111111,0.00373254911465,0.06438,0.0512722390798,0.013848
12,355,164,226,1987,12,6,198712,大韓機事件、服毒女性を聴取　日韓当局者が担当　病院外へ移送,A,491.0,0,0,1,0,1,0,10,198712,,,0.75,,,,0.0,,0,0,1,0,,,1.0,,,,0.0,,,,1.0,,,,0.0,,0.444444444444,491.0,0.0,218.222222222,0.711197659679,0.61934,0.0304515001076,0.005364
13,360,194,225,1987,12,7,198712,大韓機事件、「真由美」まず日本移送か　日韓で妥協案浮上 ,Y,910.0,0,0,1,0,0,1,10,198712,,,0.0,,,,0.0,,0,0,1,0,,,0.0,,,,0.0,,,,0.0,,,,0.0,,0.555555555556,0.0,910.0,505.555555556,0.0025087446053,0.12212,0.0480876887142,0.020688
14,361,195,226,1987,12,7,198712,「蜂谷真由美」の身柄　日本移送について承知／韓国政府筋 ,Y,423.0,0,0,1,0,0,1,10,198712,,,0.0,,,,0.25,,0,0,1,0,,,0.0,,,,0.0,,,,0.0,,,,0.0,,0.555555555556,0.0,423.0,235.0,0.0138993106654,0.0286,0.0166956452078,0.009052
15,365,167,231,1987,12,7,198712,「蜂谷真由美」の身柄、日韓間の調整へ,A,186.0,0,0,1,0,1,0,10,198712,,,0.0,,,,0.0,,0,0,1,0,,,0.0,,,,0.0,,,,0.0,,,,0.0,,0.444444444444,186.0,0.0,82.6666666667,8.90460249822e-05,0.00014,0.0633490476249,0.022104
16,370,172,236,1987,12,7,198712,「真由美」身柄要求は困難　捜査当局、韓国に配慮　大韓機事件,A,1294.0,0,0,1,0,1,0,10,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,1294.0,0.0,575.111111111,0.0925687623648,0.1447,0.00412057951661,0.01228
17,381,177,243,1987,12,8,198712,「真由美」は韓国へ移送　きょうにも引き渡し　大韓機事件,A,506.0,0,0,1,0,1,0,10,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,506.0,0.0,224.888888889,0.0719063583341,0.0868,0.00950015639478,0.004476
18,465,250,290,1987,12,15,198712,竹下首相、２月に韓国を訪問　大統領就任式に出席ヘ ,Y,139.0,0,0,1,0,0,1,10,198801,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,139.0,77.2222222222,0.000413687061288,0.00144,0.00651743054248,0.009828
19,471,220,301,1987,12,15,198712,「真由美」移送、大詰め　今日にも韓国へ　聯合通信報道,A,1339.0,0,0,1,0,1,0,10,198801,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,1339.0,0.0,595.111111111,0.00480233116569,0.02682,0.0142829559975,4e-06
20,475,252,294,1987,12,16,198712,大韓機事件　韓国当局が「真由美」取り調べ　ソウル市内に身柄拘束 ,Y,907.0,0,0,1,0,0,1,10,198801,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,907.0,503.888888889,0.329446327393,0.19682,0.00596994693344,0.011672
21,477,254,296,1987,12,16,198712,大韓機事件、韓国政府が「真由美」らの所持品の写真など公開 ,Y,379.0,0,0,1,0,0,1,10,198801,,,0.0,,,,0.0,,0,0,1,0,,,0.0,,,,0.0,,,,0.0,,,,0.0,,0.555555555556,0.0,379.0,210.555555556,0.070851655687,0.07354,0.00357662074505,0.00084
22,478,255,297,1987,12,16,198712,韓国大統領選、きょう１６日投票 ,Y,518.0,0,0,1,0,0,1,10,198801,,,0.0,,,,0.0,,0,0,1,0,,,0.0,,,,0.0,,,,0.0,,,,0.0,,0.555555555556,0.0,518.0,287.777777778,0.000216957776298,0.00162,0.01685218536,0.003284
23,490,230,311,1987,12,16,198712,韓国大統領選きょう投票,A,275.0,0,0,1,0,1,0,10,198801,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,275.0,0.0,122.222222222,0.00226228302704,0.00376,0.0229314931896,0.0042
24,491,231,312,1987,12,16,198712,「空中爆発の可能性が大」　韓国の通信社報道　大韓機事件,A,234.0,0,0,1,0,1,0,10,198801,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,234.0,0.0,104.0,0.856971440792,0.32206,0.00881557196718,0.068992
25,493,233,316,1987,12,16,198712,「真由美」の身柄韓国に到着　身元など本格追及　大韓機事件,A,765.0,0,0,1,0,1,0,10,198801,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,765.0,0.0,340.0,0.131064586796,0.12932,0.00616348309864,0.0
26,496,261,304,1987,12,17,198712,韓国大統領選開票　盧泰愚氏、当選の勢い　終始、両金氏に差 ,Y,1417.0,0,0,1,0,0,1,10,198801,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,1417.0,787.222222222,0.000121274452195,0.01736,0.010504928684,0.044884
27,497,262,305,1987,12,17,198712,韓国テレビが開票速報／大統領選 ,Y,232.0,0,0,1,0,0,1,10,198801,,,0.0,,,,0.0,,0,0,1,0,,,0.0,,,,0.0,,,,0.0,,,,0.0,,0.555555555556,0.0,232.0,128.888888889,0.00484952320964,0.00418,0.0177181970732,0.000324
28,500,265,308,1987,12,17,198712,大統領選は不正選挙と声明／韓国・平民党 ,Y,108.0,0,0,1,0,0,1,10,198801,,,0.75,,,,0.0,,0,0,1,0,,,1.0,,,,0.0,,,,1.0,,,,0.0,,0.555555555556,0.0,108.0,60.0,0.600054705132,0.52432,0.0225180910972,0.015172
29,501,266,309,1987,12,17,198712,平和と秩序の維持期待　韓国大統領選で、米がコメント ,Y,141.0,1,0,1,0,0,1,10,198801,,,0.0,,,,0.0,,0,0,1,0,,,0.0,,,,0.0,,,,0.0,,,,0.0,,0.555555555556,0.0,141.0,78.3333333333,0.000219142590217,0.00226,0.0268432004456,0.131796
30,506,238,323,1987,12,17,198712,「安定」求めた国民　韓国大統領選,A,853.0,0,0,1,0,1,0,10,198801,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,853.0,0.0,379.111111111,0.00282644854495,0.01912,0.0146788005891,0.055128
31,508,240,325,1987,12,17,198712,盧氏、当選の勢い　投票率８９．１％　韓国大統領選,A,1298.0,0,0,1,0,1,0,10,198801,,,0.0,,,,0.0,,0,0,1,0,,,0.0,,,,0.0,,,,0.0,,,,0.0,,0.444444444444,1298.0,0.0,576.888888889,0.00390783132653,0.033,0.0031772385538,0.018684
32,517,243,331,1987,12,18,198712,移動青瓦台（問われる民主化　盧新体制の課題：上）,A,1692.0,0,0,1,0,1,0,10,198801,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,1692.0,0.0,752.0,0.00312210367203,0.01324,0.0495922027375,0.082636
33,529,248,339,1987,12,19,198712,５つの条件（問われる民主化　盧新体制の課題：中）,A,1816.0,0,0,1,0,1,0,10,198801,,,0.0,,,,0.0,,0,0,1,0,,,0.0,,,,0.0,,,,0.0,,,,0.0,,0.444444444444,1816.0,0.0,807.111111111,0.00313697456404,0.00674,0.0298925128359,0.068136
34,543,255,348,1987,12,20,198712,剣よりペン（問われる民主化　盧新体制の課題：下）,A,1925.0,0,0,1,0,1,0,10,198801,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,1925.0,0.0,855.555555556,0.00317146271447,0.0162,0.0699724339498,0.110124
35,547,290,337,1987,12,21,198712,きょう２１日に盧泰愚氏と会談　安倍幹事長、ソウル入り ,Y,345.0,0,0,1,0,0,1,10,198801,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,345.0,191.666666667,0.000551619110467,0.0377,0.00317004334602,0.014288
36,553,260,355,1987,12,21,198712,安倍幹事長ソウル入り　盧氏と会談へ,A,357.0,0,0,1,0,1,0,10,198801,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,357.0,0.0,158.666666667,0.0050186942875,0.05332,0.00557367220315,0.010428
37,561,263,358,1987,12,22,198712,対中改善は段階的に　盧泰愚氏が表明,A,231.0,0,1,1,0,1,0,10,198801,,0.0,,,,0.0,,,0,1,0,0,,0.0,,,,0.0,,,,0.0,,,,0.0,,,0.444444444444,231.0,0.0,102.666666667,0.00119013739677,0.00958,0.0412845629997,0.128032
38,580,275,374,1987,12,23,198712,中国との国交に意欲　韓国の盧・次期大統領語る,A,1544.0,0,1,1,0,1,0,10,198801,,0.0,,,,0.5,,,0,1,0,0,,0.0,,,,1.0,,,,0.0,,,,1.0,,,0.444444444444,1544.0,0.0,686.222222222,0.000691994478421,0.01516,0.0273703087608,0.091908
39,657,346,407,1987,12,30,198712,中韓関係改善、中国側の意向打診へ　政府、１月の事務レベル協議で ,Y,525.0,0,1,1,0,0,1,10,198801,,,0.0,,,,0.25,,0,0,1,0,,,0.0,,,,0.0,,,,0.0,,,,0.0,,0.555555555556,0.0,525.0,291.666666667,0.000219440432343,0.01132,0.0102206712815,0.02576
40,658,347,408,1987,12,30,198712,韓中、韓ソの仲介に全力　竹下首相、韓国紙に回答 ,Y,361.0,0,0,1,0,0,1,10,198801,,,0.0,,,,0.0,,0,0,1,0,,,0.0,,,,0.0,,,,0.0,,,,0.0,,0.555555555556,0.0,361.0,200.555555556,0.000124599848718,0.00152,0.00859548387258,0.029576
41,733,384,454,1988,1,7,198801,中韓橋渡しで緊張緩和へ　両国の国交樹立をめざす　竹下首相が積極外交方針 ,Y,1411.0,0,1,1,0,0,1,9,198801,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,1411.0,783.888888889,0.000508113198636,0.06896,0.0344258300337,0.275628
42,818,428,508,1988,1,15,198801,大韓機事件、爆発物は荷物棚に？／日韓関係筋 ,Y,182.0,0,0,1,0,0,1,9,198802,,,0.5,,,,0.0,,0,0,1,0,,,1.0,,,,0.0,,,,1.0,,,,0.0,,0.555555555556,0.0,182.0,101.111111111,0.628141199847,0.54526,0.0554410863058,0.03368
43,823,392,536,1988,1,15,198801,五輪テロ防止に日韓協力委を　盧泰愚氏、渡辺政調会長に要請,A,266.0,0,0,1,0,1,0,9,198802,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,266.0,0.0,118.222222222,8.38949112525e-06,0.09558,0.119330734105,0.213556
44,824,393,537,1988,1,15,198801,「真由美は日本人でない」　全斗煥大統領、渡辺政調会長に語る,A,142.0,0,0,1,0,1,0,9,198802,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,142.0,0.0,63.1111111111,0.0750169965937,0.26874,0.0147204158649,0.032148
45,830,432,513,1988,1,16,198801,大韓機事件、五輪妨害狙い爆破　金正日書記が指令　韓国発表、真由美も記者会見 ,Y,2003.0,0,0,1,1,0,1,9,198802,,,,1.0,,,,0.0,0,0,0,1,,,,1.0,,,,0.0,,,,1.0,,,,0.0,0.555555555556,0.0,2003.0,1112.77777778,0.00551635887939,0.08196,0.0108365020438,0.02038
46,831,433,514,1988,1,16,198801,大韓機事件で北朝鮮に謝罪を要求／韓国 ,Y,129.0,0,0,1,1,0,1,9,198802,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,129.0,71.6666666667,0.0727083515963,0.06608,0.00552316554193,0.003024
47,840,401,549,1988,1,16,198801,北朝鮮に大韓機事件の謝罪要求　韓国声明,A,96.0,0,0,1,1,1,0,9,198802,,,0.0,,,,0.0,,0,0,1,0,,,0.0,,,,0.0,,,,0.0,,,,0.0,,0.444444444444,96.0,0.0,42.6666666667,0.0652253935402,0.06236,0.0079269250551,0.014724
48,844,405,553,1988,1,16,198801,韓国の実情知り後悔　金賢姫の一問一答,A,1074.0,0,0,1,0,1,0,9,198802,,,0.0,,,,0.0,,0,0,1,0,,,0.0,,,,0.0,,,,0.0,,,,0.0,,0.444444444444,1074.0,0.0,477.333333333,0.00640488497966,0.014,0.0119906619409,8e-06
49,845,406,554,1988,1,16,198801,金賢姫（真由美）、爆破認める　金正日氏が指令　韓国が発表,A,1559.0,0,0,1,1,1,0,9,198802,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,1559.0,0.0,692.888888889,0.00239455540954,0.04144,0.0115576612108,0.005436
50,846,440,522,1988,1,17,198801,韓国が「北」非難の外交攻勢　「接触緩和」を撤回／大韓機事件 ,Y,992.0,0,0,1,1,0,1,9,198802,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,992.0,551.111111111,0.163260142256,0.1113,0.0260334221223,0.043196
51,848,442,524,1988,1,17,198801,五輪南北会議受け入れない／韓国側見解 ,Y,130.0,0,0,1,1,0,1,9,198802,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,130.0,72.2222222222,0.00522731121742,0.0266,0.0182302144491,0.02222
52,858,411,562,1988,1,17,198801,韓国、「北」外交官との接触緩和を撤回　大韓機事件で制裁措置,A,899.0,0,0,1,1,1,0,9,198802,,,0.0,0.5,,,0.0,0.0,0,0,1,1,,,0.0,1.0,,,0.0,0.0,,,0.0,1.0,,,0.0,0.0,0.444444444444,899.0,0.0,399.555555556,0.014503131743,0.05442,0.0316250289285,0.042624
53,888,463,548,1988,1,20,198801,ソウル五輪分散開催　２月半ばが回答限度　韓国五輪委員長と単独会見 ,Y,1495.0,0,0,1,0,0,1,9,198802,,,0.0,,,,0.0,,0,0,1,0,,,0.0,,,,0.0,,,,0.0,,,,0.0,,0.555555555556,0.0,1495.0,830.555555556,0.00306329680452,0.08532,0.0222296373632,0.024468
54,925,483,573,1988,1,23,198801,大韓機事件の金賢姫　日本捜査当局も来週尋問へ　韓国紙が報道 ,Y,181.0,0,0,1,0,0,1,9,198802,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,181.0,100.555555556,0.247102228783,0.17102,0.00981548396693,0.01362
55,928,445,610,1988,1,23,198801,来週中にも日本が金賢姫を直接尋問　韓国紙報道,A,386.0,0,0,1,0,1,0,9,198802,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,386.0,0.0,171.555555556,0.00683215574165,0.01134,0.0147938959028,0.00524
56,932,485,576,1988,1,24,198801,大韓機事件　北朝鮮制裁、厳しく７項目　テロ防止に日韓協力委　内容固まる ,Y,1041.0,0,0,1,1,0,1,9,198802,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,1041.0,578.333333333,0.007534730532,0.21014,0.122709600421,0.263388
57,968,503,597,1988,1,27,198801,ソウル五輪の安全確保へ　日韓協力委、２月発足 ,Y,283.0,0,0,1,0,0,1,9,198802,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,283.0,157.222222222,0.00140684413578,0.04596,0.260244146724,0.297836
58,970,466,639,1988,1,27,198801,テロ防止へ連絡協議会　ソウル五輪に備え、日韓が設置へ,A,281.0,0,0,1,0,1,0,9,198802,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,281.0,0.0,124.888888889,0.000624850888798,0.03874,0.0730823611932,0.130344
59,1028,531,632,1988,2,2,198802,外務省旅券課員、週内にも韓国へ／大韓機事件 ,Y,205.0,0,0,1,0,0,1,6,198802,,,0.0,,,,0.0,,0,0,1,0,,,0.0,,,,0.0,,,,0.0,,,,0.0,,0.555555555556,0.0,205.0,113.888888889,0.17976527888,0.09526,0.0065181303369,0.0
60,1030,533,634,1988,2,2,198802,日韓定期航路　７月から全日空と東亜が参入 ,Y,540.0,0,0,1,0,0,1,6,198802,,,0.0,,,,0.0,,0,0,1,0,,,0.0,,,,0.0,,,,0.0,,,,0.0,,0.555555555556,0.0,540.0,300.0,0.000842740648975,0.00016,0.0825417105401,0.040488
61,1034,499,684,1988,2,2,198802,大韓機事件できょう韓国へ捜査員　偽造旅券などで情報収集,A,811.0,0,0,1,0,1,0,6,198802,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,811.0,0.0,360.444444444,0.416046246434,0.28216,0.0101315684736,0.006908
62,1039,504,689,1988,2,2,198802,全日空と東亜もソウル便　日韓航空協議、輸送力５０％増強,A,733.0,0,0,1,0,1,0,6,198802,,,0.0,,,,0.0,,0,0,1,0,,,0.0,,,,0.0,,,,0.0,,,,0.0,,0.444444444444,733.0,0.0,325.777777778,0.00251263139001,0.02916,0.0338571791736,0.013908
63,1056,545,649,1988,2,4,198802,北朝鮮の弾薬列車爆発説　在韓米軍も発生を確認 ,Y,209.0,1,0,1,1,0,1,6,198802,,,0.0,,,,0.0,,0,0,1,0,,,0.0,,,,0.0,,,,0.0,,,,0.0,,0.555555555556,0.0,209.0,116.111111111,0.00758504646361,0.10846,0.029546284661,0.031396
64,1071,519,711,1988,2,5,198802,テロ防止日韓連絡協、各５人程度の規模,A,169.0,0,0,1,0,1,0,6,198802,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,169.0,0.0,75.1111111111,0.0176683806368,0.07946,0.0980874198816,0.16284
65,1086,527,721,1988,2,6,198802,韓国、中国に石炭交易打診　盧泰愚氏の依頼で日本の有力者仲介,A,1572.0,0,1,1,0,1,0,6,198803,,,0.0,,,,0.0,,0,0,1,0,,,0.0,,,,0.0,,,,0.0,,,,0.0,,0.444444444444,1572.0,0.0,698.666666667,0.00101252498064,0.01038,0.00768637422398,0.005116
66,1088,561,668,1988,2,7,198802,警察庁の訪韓捜査　日本人化教育係で詳細な情報入手／大韓機事件 ,Y,330.0,0,0,1,0,0,1,6,198803,,,0.0,,,,0.0,,0,0,1,0,,,0.0,,,,0.0,,,,0.0,,,,0.0,,0.555555555556,0.0,330.0,183.333333333,0.0254978946626,0.11186,0.00571029766367,0.010152
67,1099,567,675,1988,2,8,198802,大韓機事件、「恩恵」は３０歳、東京出身　金賢姫聴取内容を発表／日韓捜査当局 ,Y,1964.0,0,0,1,0,0,1,6,198803,,,0.5,,,,0.0,,0,0,1,0,,,1.0,,,,0.0,,,,1.0,,,,0.0,,0.555555555556,0.0,1964.0,1091.11111111,0.705278584586,0.63626,0.0142593801333,0.007048
68,1103,534,732,1988,2,8,198802,日韓捜査当局の「恩恵」発表は根拠ない　朝鮮総連,A,191.0,0,0,1,0,1,0,6,198803,,,0.0,,,,0.0,,0,0,1,0,,,0.0,,,,0.0,,,,0.0,,,,0.0,,0.444444444444,191.0,0.0,84.8888888889,0.00579666577796,0.05332,0.0649968779445,0.005944
69,1107,538,737,1988,2,8,198802,金賢姫の教育係「李恩恵」、東京周辺でら致　日韓捜査当局発表,A,2214.0,0,0,1,0,1,0,6,198803,,,0.25,,,,0.0,,0,0,1,0,,,0.0,,,,0.0,,,,0.0,,,,0.0,,0.444444444444,2214.0,0.0,984.0,0.017099464958,0.08958,0.0440565785191,0.019304
70,1137,550,757,1988,2,11,198802,「北」制裁関連し安保理でテロ非難演説へ　韓国に日本も同調,A,786.0,0,0,1,1,1,0,6,198803,,,0.0,0.75,,,0.5,0.0,0,0,1,1,,,0.0,1.0,,,1.0,0.0,,,0.0,1.0,,,1.0,0.0,0.444444444444,786.0,0.0,349.333333333,0.00643639804169,0.0576,0.37258145653,0.507868
71,1143,590,703,1988,2,13,198802,中韓交流を支援　日韓首脳会談　政府、対処方針固める ,Y,637.0,0,1,1,0,0,1,6,198803,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,637.0,353.888888889,0.000128102954732,0.01918,0.240683350227,0.181664
72,1158,598,713,1988,2,14,198802,土井社会党委員長　盧次期大統領との会談に意欲　早ければ４月にも訪韓 ,Y,652.0,0,0,1,0,0,1,6,198803,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,652.0,362.222222222,0.0003890411989,0.06362,0.0203739351735,0.06892
73,1160,600,715,1988,2,14,198802,竹下首相、訪韓時に李次期首相とも会談へ ,Y,116.0,0,0,1,0,0,1,6,198803,,,0.0,,,,0.0,,0,0,1,0,,,0.0,,,,0.0,,,,0.0,,,,0.0,,0.555555555556,0.0,116.0,64.4444444444,3.31205146664e-06,0.00036,0.00199097631378,0.013904
74,1165,564,775,1988,2,14,198802,土井委員長、盧氏との会談希望　ソウル五輪までに訪韓,A,730.0,0,0,1,0,1,0,6,198803,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,730.0,0.0,324.444444444,0.000345988121449,0.04476,0.00543098774863,0.011892
75,1185,612,730,1988,2,17,198802,南北打開に周辺国の役割期待　盧・韓国次期大統領、加藤読売編集局長と会見 ,Y,1972.0,0,0,1,1,0,1,6,198803,,,0.0,,,,0.0,,0,0,1,0,,,0.0,,,,0.0,,,,0.0,,,,0.0,,0.555555555556,0.0,1972.0,1095.55555556,0.00109558568717,0.03466,0.0387281377147,0.038328
76,1186,613,731,1988,2,17,198802,大韓機事件で国連緊急安保理　悲劇克服して協力を　韓国外相、北に訴え ,Y,499.0,0,0,1,1,0,1,6,198803,,,,0.75,,,,0.0,0,0,0,1,,,,1.0,,,,0.0,,,,1.0,,,,0.0,0.555555555556,0.0,499.0,277.222222222,0.0452407919411,0.0903,0.069439428067,0.127668
77,1190,574,793,1988,2,17,198802,国連安保理、大韓機事件討議始まる　韓国外相、「北」を非難,A,274.0,0,0,1,1,1,0,6,198803,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,274.0,0.0,121.777777778,0.321609231961,0.12848,0.0163555882388,0.049024
78,1199,619,738,1988,2,18,198802,社会党　国会議員訪韓を承認 ,Y,382.0,0,0,1,0,0,1,6,198803,,,0.0,,,,0.0,,0,0,1,0,,,0.0,,,,0.0,,,,0.0,,,,0.0,,0.555555555556,0.0,382.0,212.222222222,0.00053500445369,0.00142,0.0145053602408,0.000928
79,1246,604,831,1988,2,21,198802,日韓「草の根対話」提唱へ　盧氏訪日も要請　首脳会談へ方針,A,1735.0,0,0,1,0,1,0,6,198803,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,1735.0,0.0,771.111111111,7.58740668964e-06,0.0052,0.175661966255,0.157484
80,1261,651,775,1988,2,23,198802,竹下首相、あす２４日訪韓　韓国の盧泰愚大統領就任式に出席のため ,Y,237.0,0,0,1,0,0,1,6,198803,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,237.0,131.666666667,4.18782951129e-05,0.0064,0.00515144117166,0.02638
