"id_all","id","id_original","year","month","date","ymonth","Headline","paper","wcount","us","chn","kor","nkor","Asahi","Yomiuri","jijistartdate","jijiymonth","prneg_us","prneg_chn","prneg_sko","prneg_nko","prpos_us","prpos_chn","prpos_sko","prpos_nko","train_us","train_chn","train_sko","train_nko","cdneg_us","cdneg_chn","cdneg_sko","cdneg_nko","cdpos_us","cdpos_chn","cdpos_sko","cdpos_nko","cdneg_us2","cdneg_chn2","cdneg_sko2","cdneg_nko2","cdpos_us2","cdpos_chn2","cdpos_sko2","cdpos_nko2","Both","Asahi_w","Yomiuri_w","Both_w"
71,41,48,1987,11,13,198711,"米の貿易赤字、前月比で１６億ドル改善　対日赤字も２億ドル減／９月速報 ","Y",514,1,0,0,0,0,1,7,198712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,514,285.555555555556
78,32,44,1987,11,13,198711,"米で株価が上伸","A",200,1,0,0,0,1,0,7,198712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,200,0,88.8888888888889
84,38,50,1987,11,13,198711,"米貿易赤字が大幅改善　９月前月比、１０％縮小し１４０億ドル","A",781,1,0,0,0,1,0,7,198712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,781,0,347.111111111111
85,47,54,1987,11,14,198711,"米軍駐留、原則賛成せず　中国総書記、日米安保で評価を“修正”／土井・趙会談 ","Y",1471,1,1,0,0,0,1,7,198712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,1471,817.222222222222
86,48,55,1987,11,14,198711,"きしみ目立つ日米への不満／土井・趙会談 ","Y",629,1,0,0,0,0,1,7,198712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,629,349.444444444444
91,39,53,1987,11,14,198711,"日米安保に慎重姿勢　趙紫陽総書記が土井委員長との会談で表明","A",884,1,0,0,0,1,0,7,198712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,884,0,392.888888888889
94,42,56,1987,11,14,198711,"対米協議で１１品目の輸入自由化提案へ　農産物ガット違反問題","A",1428,1,0,0,0,1,0,7,198712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,1428,0,634.666666666667
97,55,63,1987,11,15,198711,"財政赤字の削減　米、Ｇ７で確約か　日独にも協調要請へ ","Y",294,1,0,0,0,0,1,7,198712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,294,163.333333333333
110,63,72,1987,11,16,198711,"米の赤字削減策合意へ　レーガン大統領、議会協議で見通し ","Y",680,1,0,0,0,0,1,7,198712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,680,377.777777777778
114,48,66,1987,11,16,198711,"赤字３００億ドルまず削減　今週中には合意、米大統領見通し","A",531,1,0,0,0,1,0,7,198712,0,NA,NA,NA,0.5,NA,NA,NA,1,0,0,0,0,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,0.444444444444444,531,0,236
133,77,88,1987,11,18,198711,"農産物自由化は８品目　日米交渉で日本提案 ","Y",938,1,0,0,0,0,1,7,198712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,938,521.111111111111
139,61,83,1987,11,18,198711,"公共事業、米の参入当面認めぬ　竹下首相、協議継続提案へ","A",1126,1,0,0,0,1,0,7,198712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,1126,0,500.444444444444
141,80,92,1987,11,19,198711,"「レーガン大統領に最大の責任」　イラン・コントラ疑惑で米議会が最終報告 ","Y",676,1,0,0,0,0,1,7,198712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,676,375.555555555556
154,88,102,1987,11,20,198711,"竹下首相の訪米は１月１３日から ","Y",577,1,0,0,0,0,1,7,198712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,577,320.555555555556
155,89,103,1987,11,20,198711,"米の財政赤字削減策、１９日中に合意も／ホワイトハウス ","Y",117,1,0,0,0,0,1,7,198712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,117,65
158,68,94,1987,11,20,198711,"米財政均衡法、期限延長へ","A",202,1,0,0,0,1,0,7,198712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,202,0,89.7777777777778
166,94,108,1987,11,21,198711,"米、８８・８９年度で７５０億ドルの財政赤字削減　政府、議会が暫定合意 ","Y",524,1,0,0,0,0,1,7,198712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,524,291.111111111111
171,75,104,1987,11,21,198711,"米財政赤字、７５０億ドル削減で合意へ","A",277,1,0,0,0,1,0,7,198712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,277,0,123.111111111111
177,99,114,1987,11,22,198711,"農産物譲歩案、米が受けねばガット勧告拒否も／政府方針 ","Y",919,1,0,0,0,0,1,7,198712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,919,510.555555555556
183,82,114,1987,11,22,198711,"在日米軍の駐留費負担増額で日米地位協定改定へ　政府方針","A",1948,1,0,0,0,1,0,7,198712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,1948,0,865.777777777778
185,102,118,1987,11,23,198711,"ソ連のＳＳ２５生産施設　米監視官が常駐　「検証」の障害除去　米ソ基本合意 ","Y",799,1,0,0,0,0,1,7,198712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,799,443.888888888889
192,106,124,1987,11,24,198711,"米ソ外相会談始まる　ＩＮＦ最後の詰め　ソ連参謀総長も出席　戦略核も前進か ","Y",926,1,0,0,0,0,1,7,198712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,926,514.444444444444
193,107,125,1987,11,24,198711,"ソ連、ＳＳ２５工場への米監視官常駐を合意　期間は１０年 ","Y",321,1,0,0,0,0,1,7,198712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,321,178.333333333333
199,87,123,1987,11,24,198711,"米ソ外相、ＩＮＦ全廃条約めざし詰めの協議","A",890,1,0,0,0,1,0,7,198712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,890,0,395.555555555556
202,113,132,1987,11,25,198711,"米ソ外相会談、ＩＮＦ全廃で完全合意　首脳会談で調印へ ","Y",600,1,0,0,0,0,1,7,198712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,600,333.333333333333
203,114,133,1987,11,25,198711,"ソ連、米ソ首脳会談の同行メンバーを発表 ","Y",176,1,0,0,0,0,1,7,198712,0,NA,NA,NA,0,NA,NA,NA,1,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0.555555555555556,0,176,97.7777777777778
209,92,130,1987,11,25,198711,"ＩＮＦ全廃で完全合意　「首脳会談必ず成功」　米ソ外相が表明","A",1148,1,0,0,0,1,0,7,198712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,1148,0,510.222222222222
225,124,145,1987,11,27,198711,"トヨタ・日産　「対米税金紛争」が決着　国税庁が８００億円還付し米に納入 ","Y",1719,1,0,0,0,0,1,7,198712,0.25,NA,NA,NA,0.25,NA,NA,NA,1,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0.555555555555556,0,1719,955
229,128,149,1987,11,27,198711,"米軍駐留費の負担増は「中期防の枠外」で合意済み　竹下内閣も方針踏襲 ","Y",1189,1,0,0,0,0,1,7,198712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,1189,660.555555555556
232,103,145,1987,11,27,198711,"米ソ首脳会談の前にソ連書記長が訪英　サッチャー英首相明かす","A",493,1,0,0,0,1,0,7,198712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,493,0,219.111111111111
316,174,202,1987,12,4,198712,"農産物自由化　ガット採択持ち越す　日本、決着を拒否　２月理事会まで対米折衝 ","Y",251,1,0,0,0,0,1,10,198712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,251,139.444444444444
319,177,205,1987,12,4,198712,"ローマの米英大使館襲撃で赤軍の２人に逮捕状／伊当局 ","Y",639,1,0,0,0,0,1,10,198712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,639,355
358,192,223,1987,12,7,198712,"戦略核も８８年に調印可能　ＳＤＩ分離が条件　レーガン大統領、読売新聞に回答 ","Y",1942,1,0,0,0,0,1,10,198712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,1942,1078.88888888889
367,169,233,1987,12,7,198712,"戦略核削減がカギ　あすから米ソ首脳会談","A",1082,1,0,0,0,1,0,10,198712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,1082,0,480.888888888889
371,199,231,1987,12,8,198712,"「国際関係を再構築」　ソ連書記長、初訪米の途に　英に立ち寄り英首相と会談 ","Y",852,1,0,0,0,0,1,10,198712,0,NA,NA,NA,0.25,NA,NA,NA,1,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0.555555555555556,0,852,473.333333333333
372,200,232,1987,12,8,198712,"米ソ首脳会談、きょう８日開幕 ","Y",351,1,0,0,0,0,1,10,198712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,351,195
378,174,240,1987,12,8,198712,"ソ連書記長が英首相と会談　訪米途中","A",624,1,0,0,0,1,0,10,198712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,624,0,277.333333333333
382,178,244,1987,12,8,198712,"ＩＮＦ全廃条約調印へ　米ソ首脳会談、今夜半から","A",863,1,0,0,0,1,0,10,198712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,863,0,383.555555555556
383,179,245,1987,12,8,198712,"日立、米英に本格進出　６３年中に拠点「電算機センター」開設","A",1183,1,0,0,0,1,0,10,198712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,1183,0,525.777777777778
384,205,238,1987,12,9,198712,"米ソ首脳会談始まる　ＩＮＦ全廃条約調印へ　軍縮史に画期的な一歩 ","Y",2059,1,0,0,0,0,1,10,198712,0,NA,NA,NA,1,NA,NA,NA,1,0,0,0,0,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,0.555555555555556,0,2059,1143.88888888889
390,181,248,1987,12,9,198712,"一層の核削減期待　米ソ首脳会談で竹下首相","A",206,1,0,0,0,1,0,10,198712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,206,0,91.5555555555556
391,182,249,1987,12,9,198712,"ＳＳ２０の全容を初めて放映　米ＣＢＳテレビ","A",307,1,0,0,0,1,0,10,198712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,307,0,136.444444444444
393,184,252,1987,12,9,198712,"竹下首相、米軍経費負担増に前向き発言　「労務費も検討対象」","A",769,1,0,0,0,1,0,10,198712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,769,0,341.777777777778
394,185,253,1987,12,9,198712,"「戦略核半減」を強調　軍縮協調訴え　米ソ首脳会談始まる　","A",1623,1,0,0,0,1,0,10,198712,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,1623,0,721.333333333333
399,214,249,1987,12,10,198712,"米ソ首脳が第３回会談　「地域」問題で意見交換　アフガンで具体協議 ","Y",733,1,0,0,0,0,1,10,198801,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,733,407.222222222222
403,218,254,1987,12,10,198712,"ゴルバチョフ書記長、アフガン撤退の時間表提示も／米ソ首脳会談 ","Y",360,1,0,0,0,0,1,10,198801,0,NA,NA,NA,0.25,NA,NA,NA,1,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0.555555555555556,0,360,200
409,191,262,1987,12,10,198712,"アフガン撤退など討議　米ソ首脳が第３回会談","A",802,1,0,0,0,1,0,10,198801,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,802,0,356.444444444444
411,219,255,1987,12,11,198712,"円、米欧で１２９円台突入　米の貿易赤字（１０月）最悪記録　日銀、徹底介入へ ","Y",916,1,0,0,0,0,1,10,198801,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,916,508.888888888889
415,223,259,1987,12,11,198712,"米ソ、声明発表へ　第４回首脳会談は遅れる ","Y",1034,1,0,0,0,0,1,10,198801,0,NA,NA,NA,0,NA,NA,NA,1,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0.555555555555556,0,1034,574.444444444444
419,193,266,1987,12,11,198712,"ロンドン外為市場、ドル売り一色　米貿易収支悪化で","A",243,1,0,0,0,1,0,10,198801,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,243,0,108
421,195,268,1987,12,11,198712,"連銀の必死の介入及ばず　米貿易赤字拡大でドル急落","A",299,1,0,0,0,1,0,10,198801,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,299,0,132.888888888889
422,196,269,1987,12,11,198712,"貿易収支悪化、Ｘマス控えた輸入増が原因　米商務長官指摘","A",228,1,0,0,0,1,0,10,198801,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,228,0,101.333333333333
424,198,271,1987,12,11,198712,"米ソ首脳、「戦略核」交渉大詰め　最終会談大幅に遅れる","A",955,1,0,0,0,1,0,10,198801,0.25,NA,NA,NA,0,NA,NA,NA,1,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0.444444444444444,955,0,424.444444444444
425,199,272,1987,12,11,198712,"欧米でドル急落、１２９円台　１０月の米貿易赤字、史上最悪","A",1161,1,0,0,0,1,0,10,198801,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,1161,0,516
434,200,275,1987,12,12,198712,"米軍経費負担、当面は手当増で　地位協定改定へ布石","A",1000,1,0,0,0,1,0,10,198801,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,1000,0,444.444444444444
437,203,278,1987,12,12,198712,"変わる哲学（新しい対話時代　米ソと日本：上）","A",2311,1,0,0,0,1,0,10,198801,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,2311,0,1027.11111111111
440,235,273,1987,12,13,198712,"日米関係「悪い」が過去１０年で最高（日本）に／読売新聞・ギャラップ世論調査 ","Y",1772,1,0,0,0,0,1,10,198801,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,1772,984.444444444444
441,236,274,1987,12,13,198712,"米軍駐留経費の新規負担は「中期防」の枠内で処理／政府・自民方針 ","Y",600,1,0,0,0,0,1,10,198801,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,600,333.333333333333
444,206,283,1987,12,13,198712,"大手生保、１０月以降の対米投資を中断　ドル安差損を回避","A",879,1,0,0,0,1,0,10,198801,0.75,NA,NA,NA,0,NA,NA,NA,1,0,0,0,1,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,0.444444444444444,879,0,390.666666666667
447,209,286,1987,12,13,198712,"共存への道（新しい対話時代　米ソと日本：中）","A",2177,1,0,0,0,1,0,10,198801,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,2177,0,967.555555555556
457,213,292,1987,12,14,198712,"冷めた目（新しい対話時代　米ソと日本：下）","A",2182,1,0,0,0,1,0,10,198801,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,2182,0,969.777777777778
483,260,302,1987,12,16,198712,"米、経常赤字も最悪／第３・４半期 ","Y",235,1,0,0,0,0,1,10,198801,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,235,130.555555555556
486,226,307,1987,12,16,198712,"米の７～９月経常赤字　最悪の４３３億ドル","A",168,1,0,0,0,1,0,10,198801,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,168,0,74.6666666666667
499,264,307,1987,12,17,198712,"米ソＩＮＦ全廃条約調印　肯定的評価７２％／読売新聞社世論調査 ","Y",672,1,0,0,0,0,1,10,198801,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,672,373.333333333333
501,266,309,1987,12,17,198712,"平和と秩序の維持期待　韓国大統領選で、米がコメント ","Y",141,1,0,1,0,0,1,10,198801,NA,NA,0,NA,NA,NA,0,NA,0,0,1,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0.555555555555556,0,141,78.3333333333333
532,282,328,1987,12,20,198712,"竹下首相の１月訪米　日米“成熟関係”目指す　主要閣僚と懇談も ","Y",1170,1,0,0,0,0,1,10,198801,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,1170,650
533,283,329,1987,12,20,198712,"農産物自由化問題の対応決定　竹下首相の訪米とは別に／小渕官房長官が見解 ","Y",213,1,0,0,0,0,1,10,198801,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,213,118.333333333333
540,252,345,1987,12,20,198712,"米歳出法案の審議持ち越し","A",120,1,0,0,0,1,0,10,198801,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,120,0,53.3333333333333
542,254,347,1987,12,20,198712,"公共事業締め出しで米に遺憾の意表明　政府","A",319,1,0,0,0,1,0,10,198801,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,319,0,141.777777777778
