,id_all,id,id_original,year,month,date,ymonth,Headline,paper,wcount,us,chn,kor,nkor,Asahi,Yomiuri,jijistartdate,jijiymonth,prneg_us,prneg_chn,prneg_sko,prneg_nko,prpos_us,prpos_chn,prpos_sko,prpos_nko,train_us,train_chn,train_sko,train_nko,cdneg_us,cdneg_chn,cdneg_sko,cdneg_nko,cdpos_us,cdpos_chn,cdpos_sko,cdpos_nko,cdneg_us2,cdneg_chn2,cdneg_sko2,cdneg_nko2,cdpos_us2,cdpos_chn2,cdpos_sko2,cdpos_nko2,Both,Asahi_w,Yomiuri_w,Both_w,logitpr_neg,rfpr_neg,logitpr_pos,rfpr_pos
10,71,41,48,1987,11,13,198711,米の貿易赤字、前月比で１６億ドル改善　対日赤字も２億ドル減／９月速報 ,Y,514.0,1,0,0,0,0,1,7,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,514.0,285.555555556,0.566924404339,0.373466666667,0.135828717446,0.245104
11,78,32,44,1987,11,13,198711,米で株価が上伸,A,200.0,1,0,0,0,1,0,7,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,200.0,0.0,88.8888888889,0.320949710777,0.181693333333,0.136517462526,0.062708
12,84,38,50,1987,11,13,198711,米貿易赤字が大幅改善　９月前月比、１０％縮小し１４０億ドル,A,781.0,1,0,0,0,1,0,7,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,781.0,0.0,347.111111111,0.268206322109,0.288686666667,0.137568203572,0.252552
13,85,47,54,1987,11,14,198711,米軍駐留、原則賛成せず　中国総書記、日米安保で評価を“修正”／土井・趙会談 ,Y,1471.0,1,1,0,0,0,1,7,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,1471.0,817.222222222,0.166381334304,0.219946666667,0.137181169159,0.169688
14,86,48,55,1987,11,14,198711,きしみ目立つ日米への不満／土井・趙会談 ,Y,629.0,1,0,0,0,0,1,7,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,629.0,349.444444444,0.215804387821,0.204006666667,0.138427649516,0.110052
15,91,39,53,1987,11,14,198711,日米安保に慎重姿勢　趙紫陽総書記が土井委員長との会談で表明,A,884.0,1,0,0,0,1,0,7,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,884.0,0.0,392.888888889,0.106302129214,0.117506666667,0.138690933064,0.105544
16,94,42,56,1987,11,14,198711,対米協議で１１品目の輸入自由化提案へ　農産物ガット違反問題,A,1428.0,1,0,0,0,1,0,7,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,1428.0,0.0,634.666666667,0.210972734033,0.234506666667,0.136222669236,0.082372
17,97,55,63,1987,11,15,198711,財政赤字の削減　米、Ｇ７で確約か　日独にも協調要請へ ,Y,294.0,1,0,0,0,0,1,7,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,294.0,163.333333333,0.0715151627481,0.1375,0.137491243204,0.16766
18,110,63,72,1987,11,16,198711,米の赤字削減策合意へ　レーガン大統領、議会協議で見通し ,Y,680.0,1,0,0,0,0,1,7,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,680.0,377.777777778,0.0420563274734,0.102333333333,0.140768082636,0.333448
19,114,48,66,1987,11,16,198711,赤字３００億ドルまず削減　今週中には合意、米大統領見通し,A,531.0,1,0,0,0,1,0,7,198712,0.0,,,,0.5,,,,1,0,0,0,0.0,,,,1.0,,,,0.0,,,,1.0,,,,0.444444444444,531.0,0.0,236.0,0.0413850903597,0.0864933333333,0.140094666058,0.555424
20,133,77,88,1987,11,18,198711,農産物自由化は８品目　日米交渉で日本提案 ,Y,938.0,1,0,0,0,0,1,7,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,938.0,521.111111111,0.254008298353,0.147453333333,0.137048909216,0.108616
21,139,61,83,1987,11,18,198711,公共事業、米の参入当面認めぬ　竹下首相、協議継続提案へ,A,1126.0,1,0,0,0,1,0,7,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,1126.0,0.0,500.444444444,0.154661196408,0.180653333333,0.136298166403,0.117156
22,141,80,92,1987,11,19,198711,「レーガン大統領に最大の責任」　イラン・コントラ疑惑で米議会が最終報告 ,Y,676.0,1,0,0,0,0,1,7,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,676.0,375.555555556,0.145901533663,0.216993333333,0.137856415409,0.150588
23,154,88,102,1987,11,20,198711,竹下首相の訪米は１月１３日から ,Y,577.0,1,0,0,0,0,1,7,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,577.0,320.555555556,0.0359709251431,0.0846866666667,0.1342551987,0.051232
24,155,89,103,1987,11,20,198711,米の財政赤字削減策、１９日中に合意も／ホワイトハウス ,Y,117.0,1,0,0,0,0,1,7,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,117.0,65.0,0.0731540089104,0.145153333333,0.139133693416,0.215808
25,158,68,94,1987,11,20,198711,米財政均衡法、期限延長へ,A,202.0,1,0,0,0,1,0,7,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,202.0,0.0,89.7777777778,0.205089933879,0.170106666667,0.136646063834,0.095108
26,166,94,108,1987,11,21,198711,米、８８・８９年度で７５０億ドルの財政赤字削減　政府、議会が暫定合意 ,Y,524.0,1,0,0,0,0,1,7,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,524.0,291.111111111,0.347018376331,0.260593333333,0.137296748827,0.154556
27,171,75,104,1987,11,21,198711,米財政赤字、７５０億ドル削減で合意へ,A,277.0,1,0,0,0,1,0,7,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,277.0,0.0,123.111111111,0.196952916027,0.181733333333,0.137905942453,0.186256
28,177,99,114,1987,11,22,198711,農産物譲歩案、米が受けねばガット勧告拒否も／政府方針 ,Y,919.0,1,0,0,0,0,1,7,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,919.0,510.555555556,0.680896297945,0.45592,0.13522737705,0.04604
29,183,82,114,1987,11,22,198711,在日米軍の駐留費負担増額で日米地位協定改定へ　政府方針,A,1948.0,1,0,0,0,1,0,7,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,1948.0,0.0,865.777777778,0.668938966486,0.49642,0.132482964037,0.019432
30,185,102,118,1987,11,23,198711,ソ連のＳＳ２５生産施設　米監視官が常駐　「検証」の障害除去　米ソ基本合意 ,Y,799.0,1,0,0,0,0,1,7,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,799.0,443.888888889,0.132843714907,0.21664,0.140229548877,0.213688
31,192,106,124,1987,11,24,198711,米ソ外相会談始まる　ＩＮＦ最後の詰め　ソ連参謀総長も出席　戦略核も前進か ,Y,926.0,1,0,0,0,0,1,7,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,926.0,514.444444444,0.0276484237883,0.09584,0.141052234756,0.333472
32,193,107,125,1987,11,24,198711,ソ連、ＳＳ２５工場への米監視官常駐を合意　期間は１０年 ,Y,321.0,1,0,0,0,0,1,7,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,321.0,178.333333333,0.0740498058743,0.18084,0.136803163895,0.128244
33,199,87,123,1987,11,24,198711,米ソ外相、ＩＮＦ全廃条約めざし詰めの協議,A,890.0,1,0,0,0,1,0,7,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,890.0,0.0,395.555555556,0.0674796363205,0.09274,0.139041196649,0.367212
34,202,113,132,1987,11,25,198711,米ソ外相会談、ＩＮＦ全廃で完全合意　首脳会談で調印へ ,Y,600.0,1,0,0,0,0,1,7,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,600.0,333.333333333,0.0147448420462,0.0429933333333,0.144787872367,0.436016
35,203,114,133,1987,11,25,198711,ソ連、米ソ首脳会談の同行メンバーを発表 ,Y,176.0,1,0,0,0,0,1,7,198712,0.0,,,,0.0,,,,1,0,0,0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.555555555556,0.0,176.0,97.7777777778,0.0756031559319,0.0497333333333,0.141284362701,0.13384
36,209,92,130,1987,11,25,198711,ＩＮＦ全廃で完全合意　「首脳会談必ず成功」　米ソ外相が表明,A,1148.0,1,0,0,0,1,0,7,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,1148.0,0.0,510.222222222,0.0189655381606,0.0409266666667,0.143421225573,0.436272
37,225,124,145,1987,11,27,198711,トヨタ・日産　「対米税金紛争」が決着　国税庁が８００億円還付し米に納入 ,Y,1719.0,1,0,0,0,0,1,7,198712,0.25,,,,0.25,,,,1,0,0,0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.555555555556,0.0,1719.0,955.0,0.200415203711,0.148226666667,0.137668667355,0.0605
38,229,128,149,1987,11,27,198711,米軍駐留費の負担増は「中期防の枠外」で合意済み　竹下内閣も方針踏襲 ,Y,1189.0,1,0,0,0,0,1,7,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,1189.0,660.555555556,0.536222433447,0.439533333333,0.134198045755,0.066092
39,232,103,145,1987,11,27,198711,米ソ首脳会談の前にソ連書記長が訪英　サッチャー英首相明かす,A,493.0,1,0,0,0,1,0,7,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,493.0,0.0,219.111111111,0.0817769633218,0.134773333333,0.139660551265,0.099032
40,316,174,202,1987,12,4,198712,農産物自由化　ガット採択持ち越す　日本、決着を拒否　２月理事会まで対米折衝 ,Y,251.0,1,0,0,0,0,1,10,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,251.0,139.444444444,0.553279559681,0.303486666667,0.135107612862,0.060968
41,319,177,205,1987,12,4,198712,ローマの米英大使館襲撃で赤軍の２人に逮捕状／伊当局 ,Y,639.0,1,0,0,0,0,1,10,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,639.0,355.0,0.587063460781,0.509606666667,0.134307881816,0.017416
42,358,192,223,1987,12,7,198712,戦略核も８８年に調印可能　ＳＤＩ分離が条件　レーガン大統領、読売新聞に回答 ,Y,1942.0,1,0,0,0,0,1,10,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,1942.0,1078.88888889,0.07979068193,0.215506666667,0.136875187299,0.211436
43,367,169,233,1987,12,7,198712,戦略核削減がカギ　あすから米ソ首脳会談,A,1082.0,1,0,0,0,1,0,10,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,1082.0,0.0,480.888888889,0.0467879289652,0.117026666667,0.142212121551,0.248472
44,371,199,231,1987,12,8,198712,「国際関係を再構築」　ソ連書記長、初訪米の途に　英に立ち寄り英首相と会談 ,Y,852.0,1,0,0,0,0,1,10,198712,0.0,,,,0.25,,,,1,0,0,0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.555555555556,0.0,852.0,473.333333333,0.0109069148153,0.05798,0.134909101719,0.0547
45,372,200,232,1987,12,8,198712,米ソ首脳会談、きょう８日開幕 ,Y,351.0,1,0,0,0,0,1,10,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,351.0,195.0,0.0373753439299,0.0577666666667,0.140838966494,0.185324
46,378,174,240,1987,12,8,198712,ソ連書記長が英首相と会談　訪米途中,A,624.0,1,0,0,0,1,0,10,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,624.0,0.0,277.333333333,0.0352441158093,0.0848266666667,0.13493357849,0.054944
47,382,178,244,1987,12,8,198712,ＩＮＦ全廃条約調印へ　米ソ首脳会談、今夜半から,A,863.0,1,0,0,0,1,0,10,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,863.0,0.0,383.555555556,0.0978756474939,0.10134,0.141564749617,0.384452
48,383,179,245,1987,12,8,198712,日立、米英に本格進出　６３年中に拠点「電算機センター」開設,A,1183.0,1,0,0,0,1,0,10,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,1183.0,0.0,525.777777778,0.220934888439,0.20428,0.135423358704,0.08308
49,384,205,238,1987,12,9,198712,米ソ首脳会談始まる　ＩＮＦ全廃条約調印へ　軍縮史に画期的な一歩 ,Y,2059.0,1,0,0,0,0,1,10,198712,0.0,,,,1.0,,,,1,0,0,0,0.0,,,,1.0,,,,0.0,,,,1.0,,,,0.555555555556,0.0,2059.0,1143.88888889,0.0965375959134,0.0980466666667,0.142573693368,0.60896
50,390,181,248,1987,12,9,198712,一層の核削減期待　米ソ首脳会談で竹下首相,A,206.0,1,0,0,0,1,0,10,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,206.0,0.0,91.5555555556,0.0126073772736,0.06054,0.141894719485,0.208504
51,391,182,249,1987,12,9,198712,ＳＳ２０の全容を初めて放映　米ＣＢＳテレビ,A,307.0,1,0,0,0,1,0,10,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,307.0,0.0,136.444444444,0.258360140618,0.255453333333,0.135933324558,0.09322
52,393,184,252,1987,12,9,198712,竹下首相、米軍経費負担増に前向き発言　「労務費も検討対象」,A,769.0,1,0,0,0,1,0,10,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,769.0,0.0,341.777777778,0.245780823831,0.30172,0.132730431064,0.089644
53,394,185,253,1987,12,9,198712,「戦略核半減」を強調　軍縮協調訴え　米ソ首脳会談始まる　,A,1623.0,1,0,0,0,1,0,10,198712,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,1623.0,0.0,721.333333333,0.128918054327,0.201053333333,0.141768761827,0.217684
54,399,214,249,1987,12,10,198712,米ソ首脳が第３回会談　「地域」問題で意見交換　アフガンで具体協議 ,Y,733.0,1,0,0,0,0,1,10,198801,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,733.0,407.222222222,0.0812966825271,0.18332,0.141044643332,0.261696
55,403,218,254,1987,12,10,198712,ゴルバチョフ書記長、アフガン撤退の時間表提示も／米ソ首脳会談 ,Y,360.0,1,0,0,0,0,1,10,198801,0.0,,,,0.25,,,,1,0,0,0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.555555555556,0.0,360.0,200.0,0.0688198207889,0.10276,0.140042840083,0.082324
56,409,191,262,1987,12,10,198712,アフガン撤退など討議　米ソ首脳が第３回会談,A,802.0,1,0,0,0,1,0,10,198801,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,802.0,0.0,356.444444444,0.0870940058109,0.132353333333,0.140410308746,0.177532
57,411,219,255,1987,12,11,198712,円、米欧で１２９円台突入　米の貿易赤字（１０月）最悪記録　日銀、徹底介入へ ,Y,916.0,1,0,0,0,0,1,10,198801,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,916.0,508.888888889,0.335512581068,0.267213333333,0.137290264873,0.121764
58,415,223,259,1987,12,11,198712,米ソ、声明発表へ　第４回首脳会談は遅れる ,Y,1034.0,1,0,0,0,0,1,10,198801,0.0,,,,0.0,,,,1,0,0,0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.555555555556,0.0,1034.0,574.444444444,0.036360233955,0.0403533333333,0.140942284892,0.126976
59,419,193,266,1987,12,11,198712,ロンドン外為市場、ドル売り一色　米貿易収支悪化で,A,243.0,1,0,0,0,1,0,10,198801,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,243.0,0.0,108.0,0.40239065896,0.301193333333,0.136549443607,0.1201
60,421,195,268,1987,12,11,198712,連銀の必死の介入及ばず　米貿易赤字拡大でドル急落,A,299.0,1,0,0,0,1,0,10,198801,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,299.0,0.0,132.888888889,0.68539250706,0.341513333333,0.136209820306,0.117468
61,422,196,269,1987,12,11,198712,貿易収支悪化、Ｘマス控えた輸入増が原因　米商務長官指摘,A,228.0,1,0,0,0,1,0,10,198801,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,228.0,0.0,101.333333333,0.309271419386,0.254906666667,0.136389092482,0.1733
62,424,198,271,1987,12,11,198712,米ソ首脳、「戦略核」交渉大詰め　最終会談大幅に遅れる,A,955.0,1,0,0,0,1,0,10,198801,0.25,,,,0.0,,,,1,0,0,0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.444444444444,955.0,0.0,424.444444444,0.0638858524019,0.0738266666667,0.14199823278,0.118156
63,425,199,272,1987,12,11,198712,欧米でドル急落、１２９円台　１０月の米貿易赤字、史上最悪,A,1161.0,1,0,0,0,1,0,10,198801,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,1161.0,0.0,516.0,0.436503275509,0.319046666667,0.135674486223,0.15158
64,434,200,275,1987,12,12,198712,米軍経費負担、当面は手当増で　地位協定改定へ布石,A,1000.0,1,0,0,0,1,0,10,198801,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,1000.0,0.0,444.444444444,0.409037740393,0.407733333333,0.133252486692,0.048104
65,437,203,278,1987,12,12,198712,変わる哲学（新しい対話時代　米ソと日本：上）,A,2311.0,1,0,0,0,1,0,10,198801,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,2311.0,0.0,1027.11111111,0.320873345374,0.1854,0.137410266288,0.184908
66,440,235,273,1987,12,13,198712,日米関係「悪い」が過去１０年で最高（日本）に／読売新聞・ギャラップ世論調査 ,Y,1772.0,1,0,0,0,0,1,10,198801,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,1772.0,984.444444444,0.162448862374,0.27766,0.136362598566,0.143552
67,441,236,274,1987,12,13,198712,米軍駐留経費の新規負担は「中期防」の枠内で処理／政府・自民方針 ,Y,600.0,1,0,0,0,0,1,10,198801,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,600.0,333.333333333,0.566432978272,0.429126666667,0.132454670404,0.02502
68,444,206,283,1987,12,13,198712,大手生保、１０月以降の対米投資を中断　ドル安差損を回避,A,879.0,1,0,0,0,1,0,10,198801,0.75,,,,0.0,,,,1,0,0,0,1.0,,,,0.0,,,,1.0,,,,0.0,,,,0.444444444444,879.0,0.0,390.666666667,0.566921421661,0.601166666667,0.135769964546,0.079848
69,447,209,286,1987,12,13,198712,共存への道（新しい対話時代　米ソと日本：中）,A,2177.0,1,0,0,0,1,0,10,198801,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,2177.0,0.0,967.555555556,0.107129804598,0.0762333333333,0.137581582836,0.193688
70,457,213,292,1987,12,14,198712,冷めた目（新しい対話時代　米ソと日本：下）,A,2182.0,1,0,0,0,1,0,10,198801,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,2182.0,0.0,969.777777778,0.175015152605,0.115526666667,0.137633838987,0.200012
71,483,260,302,1987,12,16,198712,米、経常赤字も最悪／第３・４半期 ,Y,235.0,1,0,0,0,0,1,10,198801,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,235.0,130.555555556,0.349747503419,0.22328,0.136822502873,0.13842
72,486,226,307,1987,12,16,198712,米の７～９月経常赤字　最悪の４３３億ドル,A,168.0,1,0,0,0,1,0,10,198801,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,168.0,0.0,74.6666666667,0.526393442736,0.31834,0.136561512415,0.139772
73,499,264,307,1987,12,17,198712,米ソＩＮＦ全廃条約調印　肯定的評価７２％／読売新聞社世論調査 ,Y,672.0,1,0,0,0,0,1,10,198801,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,672.0,373.333333333,0.235604109061,0.280933333333,0.138307024147,0.321712
74,501,266,309,1987,12,17,198712,平和と秩序の維持期待　韓国大統領選で、米がコメント ,Y,141.0,1,0,1,0,0,1,10,198801,,,0.0,,,,0.0,,0,0,1,0,,,0.0,,,,0.0,,,,0.0,,,,0.0,,0.555555555556,0.0,141.0,78.3333333333,0.0363097176436,0.05454,0.13784131966,0.102924
75,532,282,328,1987,12,20,198712,竹下首相の１月訪米　日米“成熟関係”目指す　主要閣僚と懇談も ,Y,1170.0,1,0,0,0,0,1,10,198801,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,1170.0,650.0,0.0306506510054,0.0628866666667,0.136483916226,0.084756
76,533,283,329,1987,12,20,198712,農産物自由化問題の対応決定　竹下首相の訪米とは別に／小渕官房長官が見解 ,Y,213.0,1,0,0,0,0,1,10,198801,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,213.0,118.333333333,0.0210006645188,0.13656,0.133191303814,0.078632
77,540,252,345,1987,12,20,198712,米歳出法案の審議持ち越し,A,120.0,1,0,0,0,1,0,10,198801,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,120.0,0.0,53.3333333333,0.263327915233,0.209793333333,0.136858754582,0.142712
78,542,254,347,1987,12,20,198712,公共事業締め出しで米に遺憾の意表明　政府,A,319.0,1,0,0,0,1,0,10,198801,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,319.0,0.0,141.777777778,0.226523309843,0.191833333333,0.136675149256,0.1232
79,545,257,350,1987,12,20,198712,Ｇ７、為替安定目指す共同声明で合意　米財政赤字減が前提,A,821.0,1,0,0,0,1,0,10,198801,0.25,,,,0.25,,,,1,0,0,0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.444444444444,821.0,0.0,364.888888889,0.0337998277289,0.0706533333333,0.138834082857,0.14036
80,560,298,349,1987,12,22,198712,第一勧銀と米シティコープ、業務提携に最終合意 ,Y,685.0,1,0,0,0,0,1,10,198801,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,685.0,380.555555556,0.0640151876076,0.0733,0.137823429107,0.11726
81,569,299,350,1987,12,23,198712,米、包括歳出法案を可決　赤字削減法案も　公共事業から日本締め出し ,Y,1186.0,1,0,0,0,0,1,10,198801,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,1186.0,658.888888889,0.219225737505,0.190146666667,0.137651201595,0.280856
82,570,300,351,1987,12,23,198712,米の公共事業締め出しと東芝制裁　「話し合いを継続」　竹下首相語る ,Y,169.0,1,0,0,0,0,1,10,198801,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,169.0,93.8888888889,0.0881168971571,0.0735,0.136476213508,0.1106
83,579,274,373,1987,12,23,198712,米財政赤字３０２億ドル削減　予算法案議会可決,A,1662.0,1,0,0,0,1,0,10,198801,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.444444444444,1662.0,0.0,738.666666667,0.198882126282,0.198066666667,0.136676008635,0.182652
84,613,321,379,1987,12,27,198712,日米企業の共同請負なら公共事業への参入認める　竹下首相、１月の訪米時に提示 ,Y,1482.0,1,0,0,0,0,1,10,198801,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.555555555556,0.0,1482.0,823.333333333,0.0221211223047,0.0867266666667,0.137388633374,0.144848
