"id_all","id","id_original","year","month","date","ymonth","Headline","paper","wcount","us","chn","kor","nkor","Asahi","Yomiuri","jijistartdate","jijiymonth","prneg_us","prneg_chn","prneg_sko","prneg_nko","prpos_us","prpos_chn","prpos_sko","prpos_nko","train_us","train_chn","train_sko","train_nko","cdneg_us","cdneg_chn","cdneg_sko","cdneg_nko","cdpos_us","cdpos_chn","cdpos_sko","cdpos_nko","cdneg_us2","cdneg_chn2","cdneg_sko2","cdneg_nko2","cdpos_us2","cdpos_chn2","cdpos_sko2","cdpos_nko2","Both","Asahi_w","Yomiuri_w","Both_w"
733,384,454,1988,1,7,198801,"中韓橋渡しで緊張緩和へ　両国の国交樹立をめざす　竹下首相が積極外交方針 ","Y",1411,0,1,1,0,0,1,9,198801,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,1411,783.888888888889
772,369,504,1988,1,10,198801,"ソ連漁船の修理、日中ソが民間協定　日本の商社が仲介","A",1089,0,1,0,0,1,0,9,198802,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,1089,0,484
777,408,483,1988,1,11,198801,"日本のハイテク活用、日中軍事大国化も　米は局地戦略を重視／米国防総省報告 ","Y",943,1,1,0,0,0,1,9,198802,NA,0.25,NA,NA,NA,0,NA,NA,0,1,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0.555555555555556,0,943,523.888888888889
809,385,528,1988,1,14,198801,"中国のＴＶ、異例の速報　台湾の蒋経国総統死去","A",273,0,1,0,0,1,0,9,198802,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,273,0,121.333333333333
827,396,542,1988,1,15,198801,"ソウル五輪、初の米・ソ・中そろい踏み　中国が正式に参加通告","A",485,1,1,0,0,1,0,9,198802,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,485,0,215.555555555556
892,467,552,1988,1,20,198801,"ベトナム外相が中国大使と会談　国境活動抑制で合意／在京ハノイ筋語る ","Y",840,0,1,0,0,0,1,9,198802,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,840,466.666666666667
1057,546,650,1988,2,4,198802,"北朝鮮の弾薬列車爆発説　中国外務省は否定 ","Y",128,0,1,0,1,0,1,6,198802,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,128,71.1111111111111
1086,527,721,1988,2,6,198802,"韓国、中国に石炭交易打診　盧泰愚氏の依頼で日本の有力者仲介","A",1572,0,1,1,0,1,0,6,198803,NA,NA,0,NA,NA,NA,0,NA,0,0,1,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0.444444444444444,1572,0,698.666666666667
1113,575,685,1988,2,9,198802,"竹下首相、７月に訪豪　８月には訪中 ","Y",445,0,1,0,0,0,1,6,198803,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,445,247.222222222222
1143,590,703,1988,2,13,198802,"中韓交流を支援　日韓首脳会談　政府、対処方針固める ","Y",637,0,1,1,0,0,1,6,198803,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,637,353.888888888889
1198,618,737,1988,2,18,198802,"中国残留孤児、第２次補充調査　５０人が２７日来日 ","Y",402,0,1,0,0,0,1,6,198803,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,402,223.333333333333
1208,585,806,1988,2,18,198802,"２７日から中国残留孤児の第２回補充調査　５０人の名簿発表","A",783,0,1,0,0,1,0,6,198803,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,783,0,348
1218,589,812,1988,2,19,198802,"竹下首相の訪中、８月２５－３１日の間　靖国公式参拝は見送り","A",456,0,1,0,0,1,0,6,198803,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,456,0,202.666666666667
1267,612,843,1988,2,23,198802,"中国への第２次円借款、北京の地下鉄も対象　１０事業追加","A",925,0,1,0,0,1,0,6,198803,NA,0,NA,NA,NA,0,NA,NA,0,1,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0.444444444444444,925,0,411.111111111111
1293,669,796,1988,2,26,198802,"韓国の盧新大統領、竹下首相と初会談　中韓“橋渡し”を要請　五輪安全協設置へ ","Y",1432,0,1,1,0,0,1,6,198803,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,1432,795.555555555556
1322,636,878,1988,2,28,198802,"日中友好条約の継続望む　趙・中国党総書記、本社社長に語る","A",2001,0,1,0,0,1,0,6,198803,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,2001,0,889.333333333333
1338,696,828,1988,3,1,198803,"駐日中国大使に楊氏　章氏の後任　初の知日派内定／中国外務省 ","Y",273,0,1,0,0,0,1,10,198803,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,273,151.666666666667
1363,655,906,1988,3,3,198803,"古代王国「楼蘭」のナゾ探る　朝日新聞社、日中共同事業で調印","A",667,0,1,0,0,1,0,10,198803,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,667,0,296.444444444444
1437,743,886,1988,3,10,198803,"残留孤児の大量訪日調査　中国が継続に難色　送り出し協力「今年前半限りに」 ","Y",1267,0,1,0,0,0,1,10,198804,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,1267,703.888888888889
1593,777,1077,1988,3,25,198803,"修学旅行の中国列車事故、邦人１１人死亡　新華社","A",274,0,1,0,0,1,0,10,198804,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,274,0,121.777777777778
1596,780,1080,1988,3,25,198803,"中国修学旅行の列車衝突　高知の高校生死亡、負傷４０人以上","A",1323,0,1,0,0,1,0,10,198804,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,1323,0,588
1600,820,980,1988,3,26,198803,"父母ら悲しみの対面　２７人の遺体確認／中国・修学旅行惨事 ","Y",891,0,1,0,0,0,1,10,198804,NA,1,NA,NA,NA,0,NA,NA,0,1,0,0,NA,1,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,0,NA,NA,0.555555555555556,0,891,495
1601,821,981,1988,3,26,198803,"上海近郊の修学旅行列車事故　原因は信号無視、ブレーキ故障／中国当局 ","Y",263,0,1,0,0,0,1,10,198804,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,263,146.111111111111
1602,822,982,1988,3,26,198803,"原因はブレーキ故障　上海の列車事故で中国当局が報告 ","Y",196,0,1,0,0,0,1,10,198804,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,196,108.888888888889
1604,781,1083,1988,3,26,198803,"中国修学旅行惨事、日本人の死者２７人　重体の生徒死ぬ","A",121,0,1,0,0,1,0,10,198804,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,121,0,53.7777777777778
1605,782,1084,1988,3,26,198803,"中国修学旅行惨事、待避怠り衝突　機関士拘束","A",515,0,1,0,0,1,0,10,198804,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,515,0,228.888888888889
1606,783,1085,1988,3,26,198803,"中国修学旅行惨事、帰国に車イス姿も　遺族は上海入りし対面","A",955,0,1,0,0,1,0,10,198804,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,955,0,424.444444444444
1622,831,993,1988,3,28,198803,"修学旅行惨事の補償　国内規定は適用せず別途協議／中国側表明 ","Y",181,0,1,0,0,0,1,10,198804,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,181,100.555555555556
1626,793,1099,1988,3,28,198803,"中国政府代表、遺族らに弔委　中国・列車惨事","A",119,0,1,0,0,1,0,10,198804,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,119,0,52.8888888888889
1628,795,1101,1988,3,28,198803,"死の旅から６日…　２７人、無言の帰郷　中国・列車惨事","A",876,0,1,0,0,1,0,10,198804,NA,0.75,NA,NA,NA,0,NA,NA,0,1,0,0,NA,1,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,0,NA,NA,0.444444444444444,876,0,389.333333333333
1637,799,1108,1988,3,29,198803,"開かれた党へ（いま社会主義は・第３部　中国共産党：１）","A",1691,0,1,0,0,1,0,10,198804,NA,0,NA,NA,NA,0,NA,NA,0,1,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0.444444444444444,1691,0,751.555555555556
1648,803,1114,1988,3,30,198803,"一歩下がって（いま社会主義は　第３部・中国共産党：２）","A",1641,0,1,0,0,1,0,10,198804,NA,0,NA,NA,NA,0,NA,NA,0,1,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0.444444444444444,1641,0,729.333333333333
1667,813,1129,1988,4,1,198804,"よみがえる株（いま社会主義は　第３部・中国共産党：３）","A",1726,0,1,0,0,1,0,10,198804,NA,0,NA,NA,NA,0,NA,NA,0,1,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0.444444444444444,1726,0,767.111111111111
1671,857,1027,1988,4,2,198804,"韓国６財閥の総帥、相次ぎ来日　対中通商へ協力要請 ","Y",871,0,1,1,0,0,1,10,198804,NA,NA,0,NA,NA,NA,0,NA,0,0,1,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0.555555555555556,0,871,483.888888888889
1677,818,1136,1988,4,2,198804,"解放された欲望（いま社会主義は・第３部　中国共産党：４）","A",1755,0,1,0,0,1,0,10,198804,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,1755,0,780
1686,824,1144,1988,4,3,198804,"大寨に生きて（いま社会主義は・第３部　中国共産党：５）","A",1701,0,1,0,0,1,0,10,198804,NA,0,NA,NA,NA,0,NA,NA,0,1,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0.444444444444444,1701,0,756
1747,855,1185,1988,4,8,198804,"中国も都内の所有地売却　麻布の１等地１３００平方メートル","A",1599,0,1,0,0,1,0,10,198804,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,1599,0,710.666666666667
1804,882,1222,1988,4,13,198804,"中国、価格下げる　豪は難色　外国大使館の敷地高値売却　","A",932,0,1,0,0,1,0,10,198805,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,932,0,414.222222222222
1881,963,1153,1988,4,20,198804,"中国の新駐日大使に楊振亜氏　６月に赴任 ","Y",308,0,1,0,0,0,1,10,198805,NA,0,NA,NA,NA,0,NA,NA,0,1,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0.555555555555556,0,308,171.111111111111
1882,919,1275,1988,4,20,198804,"駐日中国大使に楊振亜氏","A",265,0,1,0,0,1,0,10,198805,NA,0,NA,NA,NA,0,NA,NA,0,1,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0.444444444444444,265,0,117.777777777778
1883,920,1276,1988,4,20,198804,"「対中輸出規制緩めよ」　ココム問題で李首相、伊東氏に要請","A",585,0,1,0,0,1,0,10,198805,NA,0,NA,NA,NA,0,NA,NA,0,1,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0.444444444444444,585,0,260
1927,939,1304,1988,4,24,198804,"対中円借款、８８年度９００億円に　地下鉄など事業を追加","A",536,0,1,0,0,1,0,10,198805,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,536,0,238.222222222222
1939,947,1314,1988,4,25,198804,"海外旅行は安・近・短で　中国・韓国が増加　総理府調査","A",1309,0,1,1,0,1,0,10,198805,NA,0,0,NA,NA,0.5,0.25,NA,0,1,1,0,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,1,0,NA,0.444444444444444,1309,0,581.777777777778
1964,1005,1203,1988,4,28,198804,"「誹謗の意思ない」　中国批判発言、国会で釈明／奥野長官 ","Y",305,0,1,0,0,0,1,10,198805,NA,0.25,NA,NA,NA,0,NA,NA,0,1,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0.555555555555556,0,305,169.444444444444
2055,1006,1397,1988,5,5,198805,"中国首相、光華寮で柔軟発言　最高裁判決待つ姿勢","A",648,0,1,0,0,1,0,7,198805,NA,0,NA,NA,NA,0.25,NA,NA,0,1,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0.444444444444444,648,0,288
2131,1043,1447,1988,5,12,198805,"呉学謙中国副首相が奥野発言を批判","A",406,0,1,0,0,1,0,7,198806,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,406,0,180.444444444444
2136,1091,1305,1988,5,13,198805,"日中戦争の侵略否定発言、「辞任考えぬ」／奥野長官強調 ","Y",111,0,1,0,0,0,1,7,198806,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,111,61.6666666666667
2140,1095,1309,1988,5,13,198805,"中国民航機を乗っ取り　台湾着陸、２犯人は投降 ","Y",432,0,1,0,0,0,1,7,198806,NA,0.5,NA,NA,NA,0,NA,NA,0,1,0,0,NA,1,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,0,NA,NA,0.555555555555556,0,432,240
2142,1046,1452,1988,5,13,198805,"中国民航の旅客機、乗っ取られ台湾に着陸","A",568,0,1,0,0,1,0,7,198806,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,568,0,252.444444444444
2149,1097,1312,1988,5,14,198805,"奥野国土庁長官が辞任　「日中戦争」発言で対外配慮　竹下内閣に痛手 ","Y",1304,0,1,0,0,0,1,7,198806,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,1304,724.444444444444
2156,1054,1462,1988,5,14,198805,"宇野外相「歴史の認識変化なし」　日中発言で奥野氏更迭","A",499,0,1,0,0,1,0,7,198806,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,499,0,221.777777777778
2157,1055,1463,1988,5,14,198805,"日中共同声明支持の立場で　奥野氏後任の内海新長官が表明","A",355,0,1,0,0,1,0,7,198806,NA,0,NA,NA,NA,0.25,NA,NA,0,1,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0.444444444444444,355,0,157.777777777778
2158,1056,1464,1988,5,14,198805,"「中国批判していない」　辞表提出後、奥野氏会見","A",505,0,1,0,0,1,0,7,198806,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,505,0,224.444444444444
2159,1057,1465,1988,5,14,198805,"竹下首相「善隣友好外交を堅持」　日中発言で奥野長官更迭","A",263,0,1,0,0,1,0,7,198806,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,263,0,116.888888888889
2161,1059,1467,1988,5,14,198805,"日中発言で奥野長官を更迭　首相、収拾を図る　後任には内海氏","A",1252,0,1,0,0,1,0,7,198806,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,1252,0,556.444444444444
2172,1109,1326,1988,5,16,198805,"［北京から］中国にＧＮＰシェア「３３．３％」の勧め　江崎　玲於奈（寄稿） ","Y",2643,0,1,0,0,0,1,7,198806,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,2643,1468.33333333333
2220,1132,1354,1988,5,20,198805,"中国が韓国と直接商談　使節団初派遣　関係改善、急テンポ ","Y",631,0,1,1,0,0,1,7,198806,NA,0,0,NA,NA,0.5,0.25,NA,0,1,1,0,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,1,0,NA,0.555555555555556,0,631,350.555555555556
2242,1142,1366,1988,5,22,198805,"「よど号」グループと赤軍の捜査　政府、中国に協力要請　五輪テロ防止で ","Y",882,0,1,0,0,0,1,7,198806,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,882,490
2401,1227,1469,1988,6,6,198806,"［インサイド韓国］第２部　民主化の座標軸（２）韓中新時代（連載） ","Y",1773,0,1,1,0,0,1,10,198806,NA,0,NA,NA,NA,0,NA,NA,0,1,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0.555555555555556,0,1773,985
2505,1279,1532,1988,6,17,198806,"ソウル五輪は平和へ寄与　中国・李体育相と会見 ","Y",390,0,1,0,0,0,1,10,198807,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,390,216.666666666667
2613,1278,1781,1988,6,25,198806,"朝日国際奨励金、第１回は米中の２氏に","A",432,1,1,0,0,1,0,10,198807,NA,0,NA,NA,NA,0.25,NA,NA,0,1,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0.444444444444444,432,0,192
2656,1300,1817,1988,6,30,198806,"幻の楼蘭、最新の出土を公開　日中共同の学術探検控え","A",1012,0,1,0,0,1,0,10,198807,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,1012,0,449.777777777778
2683,1368,1644,1988,7,3,198807,"韓国　五輪後に国連加盟申請へ　対中ソ改善と判断、日本に協力要請＝訂正あり ","Y",1475,0,1,1,0,0,1,9,198807,NA,0,0,NA,NA,0,0.5,NA,0,1,1,0,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,1,NA,0.555555555555556,0,1475,819.444444444444
2745,1406,1690,1988,7,7,198807,"西安で記念講演　竹下首相、８月２５日に訪中　日程固まる ","Y",602,0,1,0,0,0,1,9,198807,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,602,334.444444444444
2779,1352,1890,1988,7,9,198807,"竹下首相の訪中、８月２５日に","A",105,0,1,0,0,1,0,9,198808,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,105,0,46.6666666666667
2863,1470,1767,1988,7,17,198807,"日本企業に自国民待遇　「日中投資協定」大筋で合意 ","Y",1319,0,1,0,0,0,1,9,198808,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,1319,732.777777777778
2867,1395,1951,1988,7,17,198807,"中国に投資の日本企業、内国民待遇に　投資保護協定交渉合意","A",1157,0,1,0,0,1,0,9,198808,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,1157,0,514.222222222222
3019,1549,1864,1988,7,31,198807,"［日中成熟への模索］平和友好条約１０年（上）小異への挑戦（連載） ","Y",1876,0,1,0,0,0,1,9,198808,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,1876,1042.22222222222
3040,1559,1876,1988,8,2,198808,"［日中成熟への模索］平和友好条約１０年（下）実利の重視（連載） ","Y",1828,0,1,0,0,0,1,6,198808,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,1828,1015.55555555556
