"id_all","id","id_original","year","month","date","ymonth","Headline","paper","wcount","us","chn","kor","nkor","Asahi","Yomiuri","jijistartdate","jijiymonth","prneg_us","prneg_chn","prneg_sko","prneg_nko","prpos_us","prpos_chn","prpos_sko","prpos_nko","train_us","train_chn","train_sko","train_nko","cdneg_us","cdneg_chn","cdneg_sko","cdneg_nko","cdpos_us","cdpos_chn","cdpos_sko","cdpos_nko","cdneg_us2","cdneg_chn2","cdneg_sko2","cdneg_nko2","cdpos_us2","cdpos_chn2","cdpos_sko2","cdpos_nko2","Both","Asahi_w","Yomiuri_w","Both_w"
815,425,505,1988,1,15,198801,"大韓機事件の「真由美」は北朝鮮外交官の娘　２５歳の工作員「金」／治安筋 ","Y",1296,0,0,0,1,0,1,9,198802,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,1296,720
816,426,506,1988,1,15,198801,"「蜂谷真由美」は北朝鮮高官の娘／ソウル新聞がトップ報道 ","Y",129,0,0,0,1,0,1,9,198802,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,129,71.6666666666667
829,398,544,1988,1,15,198801,"真由美ら「北」工作員　五輪妨害を計画　大韓機事件・今日発表","A",1528,0,0,0,1,1,0,9,198802,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,1528,0,679.111111111111
830,432,513,1988,1,16,198801,"大韓機事件、五輪妨害狙い爆破　金正日書記が指令　韓国発表、真由美も記者会見 ","Y",2003,0,0,1,1,0,1,9,198802,NA,NA,NA,1,NA,NA,NA,0,0,0,0,1,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,0,0.555555555555556,0,2003,1112.77777777778
831,433,514,1988,1,16,198801,"大韓機事件で北朝鮮に謝罪を要求／韓国 ","Y",129,0,0,1,1,0,1,9,198802,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,129,71.6666666666667
839,400,548,1988,1,16,198801,"「大韓機事件の捜査結果は南のねつ造」　北朝鮮が非難","A",309,0,0,0,1,1,0,9,198802,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,309,0,137.333333333333
840,401,549,1988,1,16,198801,"北朝鮮に大韓機事件の謝罪要求　韓国声明","A",96,0,0,1,1,1,0,9,198802,NA,NA,0,NA,NA,NA,0,NA,0,0,1,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0.444444444444444,96,0,42.6666666666667
845,406,554,1988,1,16,198801,"金賢姫（真由美）、爆破認める　金正日氏が指令　韓国が発表","A",1559,0,0,1,1,1,0,9,198802,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,1559,0,692.888888888889
846,440,522,1988,1,17,198801,"韓国が「北」非難の外交攻勢　「接触緩和」を撤回／大韓機事件 ","Y",992,0,0,1,1,0,1,9,198802,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,992,551.111111111111
847,441,523,1988,1,17,198801,"大韓機事件　北朝鮮への制裁措置発動には慎重姿勢／外務省 ","Y",340,0,0,0,1,0,1,9,198802,NA,NA,NA,0.5,NA,NA,NA,0,0,0,0,1,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,0,0.555555555555556,0,340,188.888888888889
848,442,524,1988,1,17,198801,"五輪南北会議受け入れない／韓国側見解 ","Y",130,0,0,1,1,0,1,9,198802,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,130,72.2222222222222
854,407,557,1988,1,17,198801,"対北朝鮮関係、米と緊密協議　政府筋語る","A",318,1,0,0,1,1,0,9,198802,NA,NA,NA,0.25,NA,NA,NA,0,0,0,0,1,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0.444444444444444,318,0,141.333333333333
858,411,562,1988,1,17,198801,"韓国、「北」外交官との接触緩和を撤回　大韓機事件で制裁措置","A",899,0,0,1,1,1,0,9,198802,NA,NA,0,0.5,NA,NA,0,0,0,0,1,1,NA,NA,0,1,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,0.444444444444444,899,0,399.555555555556
883,421,576,1988,1,19,198801,"竹下首相、北朝鮮制裁には慎重な構え","A",296,0,0,0,1,1,0,9,198802,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,296,0,131.555555555556
889,464,549,1988,1,20,198801,"荻村氏、北朝鮮との会談をＩＯＣに報告 ","Y",346,0,0,0,1,0,1,9,198802,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,346,192.222222222222
918,441,603,1988,1,22,198801,"大韓航空機事件、日本も北朝鮮制裁へ　外交官接触制限も盛る","A",1123,0,0,0,1,1,0,9,198802,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,1123,0,499.111111111111
921,479,568,1988,1,23,198801,"北朝鮮への渡航自粛を要請　大韓機事件で外務省 ","Y",252,0,0,0,1,0,1,9,198802,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,252,140
932,485,576,1988,1,24,198801,"大韓機事件　北朝鮮制裁、厳しく７項目　テロ防止に日韓協力委　内容固まる ","Y",1041,0,0,1,1,0,1,9,198802,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,1041,578.333333333333
935,488,579,1988,1,24,198801,"北朝鮮制裁の存廃はソウル五輪終了後に検討／外務省筋 ","Y",239,0,0,0,1,0,1,9,198802,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,239,132.777777777778
947,453,620,1988,1,25,198801,"北朝鮮船員の上陸制限も　大韓機事件の制裁措置あす発表","A",500,0,0,0,1,1,0,9,198802,NA,NA,NA,0.75,NA,NA,NA,0,0,0,0,1,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,0,0.444444444444444,500,0,222.222222222222
961,461,632,1988,1,26,198801,"「米国追従やめよ」　「北」が大韓機事件での日本の対応批判","A",257,1,0,0,1,1,0,9,198802,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,257,0,114.222222222222
963,463,634,1988,1,26,198801,"金賢姫との面会などで「北」の犯行を確信　政府筋表明","A",595,0,0,0,1,1,0,9,198802,NA,NA,NA,1,NA,NA,NA,0,0,0,0,1,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,0,0.444444444444444,595,0,264.444444444444
1000,481,659,1988,1,30,198801,"ソ連が日本の対北朝鮮制裁措置を批判　外務省首脳が反論","A",219,0,0,0,1,1,0,9,198802,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,219,0,97.3333333333333
1001,482,661,1988,1,30,198801,"北朝鮮非難の国連決議に「ソ連、同調せず」　在京ソ連筋","A",799,0,0,0,1,1,0,9,198802,NA,NA,NA,0.75,NA,NA,NA,0,0,0,0,1,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,0,0.444444444444444,799,0,355.111111111111
1027,530,631,1988,2,2,198802,"北朝鮮船員の上陸拒否　大韓機事件の「制裁」を初適用　横浜港で入管局 ","Y",700,0,0,0,1,0,1,6,198802,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,700,388.888888888889
1037,502,687,1988,2,2,198802,"法務省、北朝鮮制裁を発動　船員の上陸不許可","A",400,0,0,0,1,1,0,6,198802,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,400,0,177.777777777778
1055,544,648,1988,2,4,198802,"北朝鮮で弾薬列車が爆発か　６２年１２月、１２０人死亡／香港紙が報道 ","Y",219,0,0,0,1,0,1,6,198802,NA,NA,NA,1,NA,NA,NA,0,0,0,0,1,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,0,0.555555555555556,0,219,121.666666666667
1056,545,649,1988,2,4,198802,"北朝鮮の弾薬列車爆発説　在韓米軍も発生を確認 ","Y",209,1,0,1,1,0,1,6,198802,NA,NA,0,NA,NA,NA,0,NA,0,0,1,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0.555555555555556,0,209,116.111111111111
1057,546,650,1988,2,4,198802,"北朝鮮の弾薬列車爆発説　中国外務省は否定 ","Y",128,0,1,0,1,0,1,6,198802,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,128,71.1111111111111
1058,547,651,1988,2,4,198802,"弾薬列車爆発の報道　北朝鮮側は否定 ","Y",162,0,0,0,1,0,1,6,198802,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,162,90
1087,560,667,1988,2,7,198802,"日本に「大物協力者」　「北」組織に資金援助　金賢姫供述で判明／大韓機事件 ","Y",1421,0,0,0,1,0,1,6,198803,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,1421,789.444444444444
1137,550,757,1988,2,11,198802,"「北」制裁関連し安保理でテロ非難演説へ　韓国に日本も同調","A",786,0,0,1,1,1,0,6,198803,NA,NA,0,0.75,NA,NA,0.5,0,0,0,1,1,NA,NA,0,1,NA,NA,1,0,NA,NA,0,1,NA,NA,1,0,0.444444444444444,786,0,349.333333333333
1161,601,716,1988,2,14,198802,"カルガリー五輪、１４日朝（日本時間）開幕　白銀の祭典に１７００選手参加 ","Y",451,0,0,0,1,0,1,6,198803,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,451,250.555555555556
1185,612,730,1988,2,17,198802,"南北打開に周辺国の役割期待　盧・韓国次期大統領、加藤読売編集局長と会見 ","Y",1972,0,0,1,1,0,1,6,198803,NA,NA,0,NA,NA,NA,0,NA,0,0,1,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0.555555555555556,0,1972,1095.55555555556
1186,613,731,1988,2,17,198802,"大韓機事件で国連緊急安保理　悲劇克服して協力を　韓国外相、北に訴え ","Y",499,0,0,1,1,0,1,6,198803,NA,NA,NA,0.75,NA,NA,NA,0,0,0,0,1,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,0,0.555555555555556,0,499,277.222222222222
1190,574,793,1988,2,17,198802,"国連安保理、大韓機事件討議始まる　韓国外相、「北」を非難","A",274,0,0,1,1,1,0,6,198803,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,274,0,121.777777777778
1201,621,740,1988,2,18,198802,"富士山丸家族の面会要請を拒否／北朝鮮赤十字が回答 ","Y",132,0,0,0,1,0,1,6,198803,NA,NA,NA,1,NA,NA,NA,0,0,0,0,1,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,0,0.555555555555556,0,132,73.3333333333333
1215,629,749,1988,2,19,198802,"非武装地帯で北朝鮮が発砲４回　事故と謝罪 ","Y",320,0,0,0,1,0,1,6,198803,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,320,177.777777777778
1430,688,953,1988,3,9,198803,"北朝鮮の貿易関係者、１０人近く来日断念　制裁でビザとれず","A",783,0,0,0,1,1,0,10,198803,NA,NA,NA,0.75,NA,NA,NA,0,0,0,0,1,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,0,0.444444444444444,783,0,348
1728,843,1171,1988,4,7,198804,"北朝鮮、新潟で開催のアジア卓球選手権に参加申請","A",912,0,0,0,1,1,0,10,198804,NA,NA,NA,0,NA,NA,NA,0.5,0,0,0,1,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,1,0.444444444444444,912,0,405.333333333333
2009,1026,1229,1988,5,2,198805,"北朝鮮前治安幹部　韓国に政治亡命／韓国外務省発表 ","Y",327,0,0,1,1,0,1,7,198805,NA,NA,0,NA,NA,NA,0,NA,0,0,1,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0.555555555555556,0,327,181.666666666667
2074,1060,1268,1988,5,8,198805,"来日の北朝鮮団長に五輪参加を再要請へ／荻村国際卓球連盟会長 ","Y",772,0,0,0,1,0,1,7,198806,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,772,428.888888888889
2108,1078,1290,1988,5,11,198805,"「よど号」乗っ取り犯　「柴田」６０年以前に潜入　「北」から自由に出入国 ","Y",1329,0,0,0,1,0,1,7,198806,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,1329,738.333333333333
2115,1033,1435,1988,5,11,198805,"複数の犯人が北朝鮮出入国　「よど号」事件で外務省に情報","A",104,0,0,0,1,1,0,7,198806,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,104,0,46.2222222222222
2124,1087,1300,1988,5,12,198805,"「よど号」の柴田が盗用　残留国籍を再調査　北朝鮮工作員潜入に組織的利用か ","Y",901,0,0,0,1,0,1,7,198806,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,901,500.555555555556
2232,1138,1361,1988,5,21,198805,"アジア卓球の北朝鮮選手団が突然引き揚げ　「歓迎会退席」要求の政府措置に反発 ","Y",1064,0,0,0,1,0,1,7,198806,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,1064,591.111111111111
2234,1095,1518,1988,5,21,198805,"「悪らつな妨害行動」　北朝鮮卓球チームの帰国、リ団長が声明","A",325,0,0,0,1,1,0,7,198806,NA,NA,NA,1,NA,NA,NA,0,0,0,0,1,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,0,0.444444444444444,325,0,144.444444444444
2237,1098,1522,1988,5,21,198805,"「政治行為せぬ約束」　北朝鮮の卓球選手団帰国で法相語る","A",409,0,0,0,1,1,0,7,198806,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,409,0,181.777777777778
2239,1100,1524,1988,5,21,198805,"北朝鮮選手団引き揚げ　アジア卓球の試合放棄、きょう帰国","A",1825,0,0,0,1,1,0,7,198806,NA,NA,NA,1,NA,NA,NA,0,0,0,0,1,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,0,0.444444444444444,1825,0,811.111111111111
2244,1144,1368,1988,5,22,198805,"北朝鮮の卓球選手団が離日 ","Y",258,0,0,0,1,0,1,7,198806,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,258,143.333333333333
2269,1157,1385,1988,5,25,198805,"「ソウル五輪に不参加」　北朝鮮主席が言明とモザビーク大統領語る ","Y",233,0,0,0,1,0,1,7,198806,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,233,129.444444444444
2277,1160,1389,1988,5,26,198805,"米ソ、北太平洋　「海難救助」で合意　首脳会談で協定調印　日本にも協力を要請 ","Y",603,1,0,0,1,0,1,7,198806,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,603,335
2389,1170,1627,1988,6,5,198806,"ＩＯＣ会長の訪問、南北共催が条件　北朝鮮が回答","A",194,0,0,1,1,1,0,10,198806,NA,NA,0,0,NA,NA,0,0.25,0,0,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0.444444444444444,194,0,86.2222222222222
2390,1171,1629,1988,6,5,198806,"北朝鮮の学者４人、米が入国を許可","A",313,1,0,0,1,1,0,10,198806,0,NA,NA,0,0.25,NA,NA,0.25,1,0,0,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0.444444444444444,313,0,139.111111111111
2554,1306,1565,1988,6,21,198806,"日米首脳が２１日の朝会談／トロント ","Y",190,1,0,0,1,0,1,10,198807,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,190,105.555555555556
2581,1260,1757,1988,6,23,198806,"ジェット気流北へ蛇行、高気圧居座る　気象庁、米の干ばつ分析","A",545,1,0,0,1,1,0,10,198807,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,545,0,242.222222222222
2621,1340,1607,1988,6,26,198806,"［そろう五つの輪］ソウルへ急ピッチ（１）東西南（北）から（連載） ","Y",1947,0,0,0,1,0,1,10,198807,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,1947,1081.66666666667
2660,1357,1631,1988,7,1,198807,"北朝鮮の五輪妨害ない　ロガチョフソ連外務次官が明言　読売新聞社と会見 ","Y",1049,0,0,0,1,0,1,9,198807,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,1049,582.777777777778
2736,1401,1683,1988,7,6,198807,"韓国大統領、年内にも訪日意向　「北」との改善、積極的発言 ","Y",640,0,0,1,1,0,1,9,198807,NA,NA,NA,0,NA,NA,NA,0.25,0,0,0,1,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0.555555555555556,0,640,355.555555555556
2769,1349,1885,1988,7,8,198807,"北朝鮮制裁、五輪後解除を示唆　政府首脳","A",243,0,0,0,1,1,0,9,198807,NA,NA,NA,0.5,NA,NA,NA,0.25,0,0,0,1,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0.444444444444444,243,0,108
2776,1425,1711,1988,7,9,198807,"北朝鮮に“特使”派遣も　政府間対話の地ならし　政府筋語る ","Y",686,0,0,0,1,0,1,9,198808,NA,NA,NA,0,NA,NA,NA,0.25,0,0,0,1,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0.555555555555556,0,686,381.111111111111
2811,1444,1734,1988,7,12,198807,"ソウル五輪　「北」参加への打開策は難航　ソ連体育委議長と会見 ","Y",421,0,0,0,1,0,1,9,198808,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,421,233.888888888889
2918,1498,1800,1988,7,22,198807,"南北国会連席会議を８月に　北朝鮮が提案　相互不可侵宣言案も ","Y",295,0,0,1,1,0,1,9,198808,NA,NA,0,0,NA,NA,0,0.25,0,0,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0.555555555555556,0,295,163.888888888889
2923,1422,1989,1988,7,22,198807,"●北朝鮮の国会会議提案、韓国側は慎重に検討","A",798,0,0,1,1,1,0,9,198808,NA,NA,NA,0.25,NA,NA,NA,0,0,0,0,1,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0.444444444444444,798,0,354.666666666667
2924,1423,1990,1988,7,22,198807,"国会会議、予備接触なしで　北朝鮮の対韓書簡","A",655,0,0,1,1,1,0,9,198808,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,655,0,291.111111111111
2925,1424,1991,1988,7,22,198807,"北朝鮮の対韓書簡、国会会議を提案　不可侵宣言など議題","A",371,0,0,1,1,1,0,9,198808,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,371,0,164.888888888889
2975,1450,2028,1988,7,27,198807,"五輪問題、「北」の通告があれば再検討　ＩＯＣ会長語る","A",291,0,0,0,1,1,0,9,198808,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444444444444444,291,0,129.333333333333
